region	GC
chr1:65301731-65301822	0.395604395604396
chr1:65301822-65301899	0.38961038961039
chr1:65303556-65303668	0.401785714285714
chr1:65303668-65303788	0.458333333333333
chr1:65304090-65304210	0.35
chr1:65304202-65304309	0.411214953271028
chr1:65305230-65305357	0.433070866141732
chr1:65305357-65305482	0.528
chr1:65306926-65307026	0.43
chr1:65307064-65307193	0.51937984496124
chr1:65307193-65307292	0.505050505050505
chr1:65309690-65309782	0.597826086956522
chr1:65309773-65309903	0.507692307692308
chr1:65310362-65310473	0.648648648648649
chr1:65310461-65310590	0.527131782945736
chr1:65311174-65311257	0.493975903614458
chr1:65311257-65311330	0.506849315068493
chr1:65312329-65312435	0.584905660377358
chr1:65313212-65313291	0.455696202531646
chr1:65313291-65313398	0.560747663551402
chr1:65316407-65316505	0.642857142857143
chr1:65316504-65316628	0.564516129032258
chr1:65321139-65321271	0.568181818181818
chr1:65321270-65321383	0.592920353982301
chr1:65323337-65323463	0.515873015873016
chr1:65325775-65325881	0.556603773584906
chr1:65325878-65326010	0.507575757575758
chr1:65330419-65330546	0.425196850393701
chr1:65330546-65330663	0.341880341880342
chr1:65332502-65332595	0.473118279569892
chr1:65332595-65332714	0.361344537815126
chr1:65332714-65332835	0.421487603305785
chr1:65332835-65332954	0.352941176470588
chr1:65334903-65335030	0.448818897637795
chr1:65335030-65335158	0.5078125
chr1:65339051-65339180	0.472868217054264
chr1:65339178-65339309	0.557251908396947
chr1:65344704-65344785	0.54320987654321
chr1:65344785-65344910	0.392
chr1:65348927-65349027	0.66
chr1:65349011-65349107	0.625
chr1:65349107-65349201	0.393617021276596
chr1:65351860-65351947	0.310344827586207
chr1:85733218-85733317	0.222222222222222
chr1:85733325-85733426	0.485148514851485
chr1:85733409-85733526	0.461538461538462
chr1:85733503-85733619	0.422413793103448
chr1:85733619-85733716	0.319587628865979
chr1:85736248-85736380	0.265151515151515
chr1:85736359-85736441	0.414634146341463
chr1:85736441-85736541	0.34
chr1:85736543-85736635	0.293478260869565
chr1:85741904-85741990	0.697674418604651
chr1:85741990-85742118	0.734375
chr1:97544463-97544586	0.390243902439024
chr1:97544586-97544708	0.483606557377049
chr1:97547793-97547908	0.373913043478261
chr1:97547908-97548030	0.385245901639344
chr1:97564034-97564127	0.333333333333333
chr1:97564097-97564214	0.341880341880342
chr1:97658590-97658690	0.44
chr1:97658690-97658806	0.456896551724138
chr1:97700319-97700438	0.369747899159664
chr1:97700438-97700560	0.475409836065574
chr1:97770813-97770936	0.520325203252033
chr1:97771715-97771839	0.475806451612903
chr1:97771822-97771947	0.424
chr1:97839043-97839163	0.525
chr1:97839163-97839247	0.321428571428571
chr1:97847883-97847984	0.267326732673267
chr1:97847964-97848043	0.291139240506329
chr1:97915589-97915676	0.390804597701149
chr1:97915674-97915758	0.535714285714286
chr1:97915756-97915876	0.325
chr1:97981313-97981397	0.452380952380952
chr1:97981393-97981477	0.428571428571429
chr1:97981477-97981567	0.288888888888889
chr1:98015114-98015216	0.450980392156863
chr1:98015216-98015324	0.361111111111111
chr1:98039253-98039351	0.408163265306122
chr1:98039351-98039462	0.423423423423423
chr1:98039462-98039531	0.420289855072464
chr1:98058763-98058862	0.464646464646465
chr1:98058862-98058980	0.483050847457627
chr1:98060517-98060632	0.31304347826087
chr1:98060632-98060738	0.424528301886792
chr1:98144593-98144712	0.277310924369748
chr1:98144733-98144820	0.172413793103448
chr1:98157250-98157362	0.383928571428571
chr1:98164878-98164972	0.329787234042553
chr1:98164972-98165102	0.438461538461538
chr1:98186412-98186535	0.32520325203252
chr1:98187036-98187123	0.436781609195402
chr1:98187123-98187208	0.411764705882353
chr1:98187208-98187276	0.205882352941176
chr1:98205889-98206015	0.325396825396825
chr1:98206011-98206099	0.329545454545455
chr1:98293606-98293728	0.442622950819672
chr1:98293724-98293796	0.305555555555556
chr1:98348794-98348918	0.379032258064516
chr1:98386396-98386487	0.692307692307692
chr1:114940182-114940310	0.25
chr1:114940310-114940428	0.483050847457627
chr1:114940428-114940506	0.41025641025641
chr1:114940548-114940663	0.304347826086957
chr1:114941980-114942108	0.25
chr1:114942132-114942238	0.320754716981132
chr1:114943995-114944090	0.452631578947368
chr1:114945353-114945474	0.413223140495868
chr1:114945474-114945561	0.413793103448276
chr1:114947943-114948046	0.330097087378641
chr1:114948046-114948144	0.438775510204082
chr1:114948144-114948264	0.483333333333333
chr1:114948264-114948374	0.454545454545455
chr1:114949523-114949625	0.470588235294118
chr1:114949625-114949711	0.418604651162791
chr1:114951309-114951404	0.368421052631579
chr1:114952811-114952922	0.486486486486487
chr1:114952933-114953033	0.27
chr1:114964058-114964169	0.495495495495495
chr1:114964169-114964276	0.476635514018692
chr1:114967223-114967297	0.567567567567568
chr1:114967292-114967367	0.466666666666667
chr1:114968035-114968119	0.380952380952381
chr1:114968119-114968209	0.455555555555556
chr1:114968208-114968295	0.482758620689655
chr1:114968295-114968396	0.287128712871287
chr1:114969769-114969853	0.345238095238095
chr1:114969825-114969895	0.471428571428571
chr1:114969895-114969993	0.275510204081633
chr1:114970377-114970466	0.49438202247191
chr1:114970444-114970528	0.452380952380952
chr1:114973486-114973570	0.297619047619048
chr1:114976195-114976306	0.324324324324324
chr1:114976306-114976417	0.27027027027027
chr1:115005709-115005800	0.340659340659341
chr1:115005764-115005844	0.4125
chr1:115005846-115005963	0.256410256410256
chr1:115006003-115006078	0.306666666666667
chr1:115006065-115006172	0.373831775700935
chr1:115006166-115006247	0.197530864197531
chr1:115006800-115006918	0.296610169491525
chr1:115006926-115007047	0.355371900826446
chr1:115053132-115053248	0.741379310344828
chr1:115053193-115053328	0.711111111111111
chr1:115053318-115053459	0.75177304964539
chr1:115251059-115251184	0.368
chr1:115251184-115251310	0.380952380952381
chr1:115252156-115252257	0.475247524752475
chr1:115252257-115252374	0.401709401709402
chr1:115256402-115256523	0.421487603305785
chr1:115256523-115256653	0.453846153846154
chr1:115258627-115258704	0.532467532467532
chr1:115258704-115258781	0.493506493506494
chr1:120457927-120458047	0.591666666666667
chr1:120458046-120458140	0.585106382978723
chr1:120458116-120458234	0.567796610169492
chr1:120458232-120458317	0.611764705882353
chr1:120458317-120458415	0.653061224489796
chr1:120458413-120458539	0.619047619047619
chr1:120458538-120458666	0.5390625
chr1:120458659-120458743	0.535714285714286
chr1:120458742-120458853	0.567567567567568
chr1:120458853-120458978	0.472
chr1:120458977-120459109	0.560606060606061
chr1:120459108-120459235	0.551181102362205
chr1:120459235-120459317	0.524390243902439
chr1:120460228-120460327	0.515151515151515
chr1:120460327-120460435	0.398148148148148
chr1:120460936-120461060	0.508064516129032
chr1:120461060-120461186	0.523809523809524
chr1:120461935-120462021	0.604651162790698
chr1:120462008-120462137	0.635658914728682
chr1:120462136-120462263	0.456692913385827
chr1:120462783-120462916	0.601503759398496
chr1:120462893-120463021	0.5703125
chr1:120464255-120464376	0.471074380165289
chr1:120464376-120464485	0.321100917431193
chr1:120464856-120464942	0.569767441860465
chr1:120464940-120465069	0.48062015503876
chr1:120465222-120465350	0.5859375
chr1:120465350-120465443	0.526881720430108
chr1:120466219-120466341	0.459016393442623
chr1:120466341-120466462	0.586776859504132
chr1:120466462-120466579	0.538461538461538
chr1:120466579-120466674	0.442105263157895
chr1:120467884-120468012	0.4921875
chr1:120468012-120468138	0.603174603174603
chr1:120468126-120468231	0.638095238095238
chr1:120468227-120468326	0.686868686868687
chr1:120468316-120468436	0.633333333333333
chr1:120469045-120469164	0.478991596638655
chr1:120469162-120469264	0.470588235294118
chr1:120471520-120471615	0.526315789473684
chr1:120471612-120471731	0.579831932773109
chr1:120471711-120471836	0.56
chr1:120477921-120478042	0.338842975206612
chr1:120478042-120478131	0.438202247191011
chr1:120478131-120478256	0.496
chr1:120479874-120479990	0.568965517241379
chr1:120479990-120480100	0.545454545454545
chr1:120480384-120480509	0.464
chr1:120480509-120480639	0.492307692307692
chr1:120483171-120483262	0.549450549450549
chr1:120483262-120483379	0.487179487179487
chr1:120484054-120484166	0.5
chr1:120484166-120484276	0.481818181818182
chr1:120484276-120484392	0.474137931034483
chr1:120490938-120491064	0.579365079365079
chr1:120491064-120491190	0.523809523809524
chr1:120491569-120491698	0.434108527131783
chr1:120491698-120491804	0.386792452830189
chr1:120493296-120493378	0.573170731707317
chr1:120493378-120493484	0.415094339622642
chr1:120496116-120496236	0.416666666666667
chr1:120496236-120496361	0.384
chr1:120497631-120497748	0.52991452991453
chr1:120497729-120497861	0.537878787878788
chr1:120502011-120502125	0.403508771929825
chr1:120506137-120506264	0.496062992125984
chr1:120506260-120506349	0.528089887640449
chr1:120506349-120506450	0.455445544554455
chr1:120508066-120508189	0.479674796747967
chr1:120508936-120509029	0.526881720430108
chr1:120509029-120509132	0.388349514563107
chr1:120510013-120510138	0.52
chr1:120510138-120510251	0.495575221238938
chr1:120510663-120510765	0.480392156862745
chr1:120510752-120510869	0.538461538461538
chr1:120512131-120512260	0.573643410852713
chr1:120512260-120512383	0.528455284552846
chr1:120529543-120529652	0.513761467889908
chr1:120529652-120529734	0.414634146341463
chr1:120539549-120539681	0.553030303030303
chr1:120539687-120539815	0.6015625
chr1:120539837-120539933	0.541666666666667
chr1:120539936-120540021	0.470588235294118
chr1:120547927-120548054	0.511811023622047
chr1:144852294-144852393	0.595959595959596
chr1:144852442-144852573	0.49618320610687
chr1:144854112-144854230	0.457627118644068
chr1:144854458-144854565	0.560747663551402
chr1:144854554-144854683	0.472868217054264
chr1:144855735-144855861	0.603174603174603
chr1:144855861-144855945	0.535714285714286
chr1:144856858-144856995	0.510948905109489
chr1:144856996-144857113	0.393162393162393
chr1:144857577-144857670	0.505376344086022
chr1:144857619-144857744	0.544
chr1:144859711-144859836	0.568
chr1:144859819-144859922	0.621359223300971
chr1:144859900-144859999	0.595959595959596
chr1:144863229-144863352	0.48780487804878
chr1:144863353-144863481	0.546875
chr1:144864074-144864200	0.468253968253968
chr1:144864199-144864326	0.551181102362205
chr1:144865766-144865865	0.464646464646465
chr1:144865865-144865966	0.465346534653465
chr1:144866553-144866647	0.585106382978723
chr1:144866613-144866732	0.613445378151261
chr1:144867864-144867993	0.488372093023256
chr1:144867989-144868100	0.585585585585586
chr1:144868073-144868190	0.538461538461538
chr1:144871674-144871774	0.55
chr1:144871768-144871859	0.626373626373626
chr1:144871858-144871969	0.36036036036036
chr1:144873855-144873962	0.598130841121495
chr1:144873957-144874082	0.4
chr1:144874617-144874715	0.489795918367347
chr1:144874691-144874800	0.522935779816514
chr1:144874792-144874922	0.623076923076923
chr1:144875953-144876048	0.421052631578947
chr1:144876942-144877042	0.54
chr1:144877182-144877301	0.428571428571429
chr1:144878986-144879102	0.491379310344828
chr1:144879086-144879212	0.563492063492063
chr1:144879173-144879281	0.574074074074074
chr1:144879271-144879394	0.495934959349593
chr1:144879389-144879498	0.541284403669725
chr1:144880740-144880864	0.57258064516129
chr1:144881459-144881580	0.545454545454545
chr1:144881577-144881691	0.614035087719298
chr1:144882443-144882553	0.590909090909091
chr1:144882538-144882655	0.47008547008547
chr1:144882653-144882753	0.47
chr1:144882752-144882860	0.518518518518518
chr1:144882860-144882950	0.477777777777778
chr1:144886032-144886127	0.578947368421053
chr1:144886127-144886225	0.5
chr1:144886225-144886334	0.504587155963303
chr1:144892204-144892276	0.472222222222222
chr1:144892490-144892594	0.519230769230769
chr1:144903005-144903133	0.5625
chr1:144903132-144903219	0.528735632183908
chr1:144904630-144904742	0.508928571428571
chr1:144906071-144906148	0.454545454545455
chr1:144906135-144906256	0.40495867768595
